DateTime,BE,DE,ES,FR,NL,PL,GB
01/01/2022 00:00,82.02,50.05,145.86,89.06,124.7,59.03,137.9897183
01/01/2022 01:00,67.07,41.33,114.9,78.48,124.7,49.37,178.4881238
01/01/2022 02:00,75.11,43.22,113.87,85.16,134,43.22,118.9960494
01/01/2022 03:00,50.91,45.46,97.8,50,58.8,45.46,29.81149154
01/01/2022 04:00,37.67,37.67,97.8,37.67,37.67,37.67,9.342124094
01/01/2022 05:00,39.7,39.7,95.74,39.7,39.7,39.7,-11.90079502
01/01/2022 06:00,40.59,40.59,97.8,40.59,40.59,40.59,-29.75198756
01/01/2022 07:00,43.26,43.26,97.8,43.26,43.26,43.26,-29.72818597
01/01/2022 08:00,49.66,49.66,97.8,49.66,49.66,49.66,-59.50397512
01/01/2022 09:00,70.05,70.05,70.05,70.05,70.05,70.05,-46.6392157
01/01/2022 10:00,76.79,76.79,76.79,76.79,76.79,76.79,0.011900795
01/01/2022 11:00,84.1,84.1,84.1,84.1,84.1,84.1,23.80159005
01/01/2022 12:00,94.74,94.74,94.74,94.74,94.74,94.74,69.75055964
01/01/2022 13:00,96.8,96.8,96.8,96.8,96.8,96.8,107.3094687
01/01/2022 14:00,97.17,97.17,97.8,97.17,97.17,97.17,119.0079502
01/01/2022 15:00,95.21,101,98.52,98.52,101.27,101,121.578522
01/01/2022 16:00,111.66,126.6,114.5,114.5,126.6,126.6,123.3041372
01/01/2022 17:00,149.97,149.97,149.97,149.97,149.97,149.97,184.9740571
01/01/2022 18:00,146.33,146.33,177.22,146.33,146.33,146.33,247.1557111
01/01/2022 19:00,140.28,140.28,187.52,140.28,140.28,140.28,186.2236405
01/01/2022 20:00,121.88,121.88,189.26,121.88,121.88,121.88,148.6647314
01/01/2022 21:00,102.61,102.61,190.81,102.61,102.61,102.61,151.592327
01/01/2022 22:00,97.46,97.46,188.39,97.46,97.46,97.46,119.0079502
01/01/2022 23:00,85.16,85.16,167.26,85.16,85.16,85.16,87.01861322
02/01/2022 00:00,57.08,57.08,133.21,57.08,57.08,89.89,73.79682994
02/01/2022 01:00,52.59,52.59,115.87,52.59,52.59,80.15,55.44580402
02/01/2022 02:00,48.97,48.97,110.52,48.97,48.97,62.75,38.67758383
02/01/2022 03:00,34.94,34.94,113,34.94,34.94,54.87,11.90079502
02/01/2022 04:00,29.56,29.56,115.87,29.56,29.56,50.5,7.140477014
02/01/2022 05:00,33.97,33.97,110.52,33.97,33.97,50.89,5.962298307
02/01/2022 06:00,34.52,34.52,115.87,34.52,34.52,56.15,6.188413413
02/01/2022 07:00,41.8,41.8,129.6,41.8,41.8,60.91,5.617175251
02/01/2022 08:00,48.95,48.95,115.87,48.95,48.95,65.54,11.80558866
02/01/2022 09:00,60.01,60.01,115.87,60.01,60.01,86.18,44.25905669
02/01/2022 10:00,70.09,70.09,113,70.09,70.09,89.71,78.66425511
02/01/2022 11:00,66.26,66.26,103.7,66.26,66.26,91.12,102.3468372
02/01/2022 12:00,64.54,64.54,103.7,64.54,64.54,91.4,84.50754547
02/01/2022 13:00,46.96,46.96,110.52,46.96,46.96,91.44,88.16108954
02/01/2022 14:00,41.95,40.01,115.87,40.01,49.06,86.25,80.00904495
02/01/2022 15:00,48.31,29.11,109.5,39.3,74.99,81.09,97.71742794
02/01/2022 16:00,51.91,32.76,115.87,40.79,85,88.46,66.7396585
02/01/2022 17:00,56.04,42.97,159.79,47.91,100,95.4,148.6528306
02/01/2022 18:00,69.32,60.96,194.25,65.09,109.9,86.71,177.2028379
02/01/2022 19:00,69.5,60.94,198,67.85,99.9,82.14,142.8095403
02/01/2022 20:00,62.22,54.12,208.38,62.22,77,89.38,103.3346032
02/01/2022 21:00,46.16,46.16,209.1,46.16,46.16,73.66,76.95054063
02/01/2022 22:00,46.29,46.29,191.36,46.29,46.29,74.28,98.81230109
02/01/2022 23:00,32.93,32.93,178,32.93,32.93,57.04,0
03/01/2022 00:00,-0.7,0.31,181.5,2.71,0.31,21.82,-15.05913082
03/01/2022 01:00,-1.34,-0.01,160.72,1.71,-0.01,19.62,-11.87377402
03/01/2022 02:00,-0.99,-0.07,154.64,1.24,-0.07,19.62,-16.18826849
03/01/2022 03:00,-1.83,-1.05,149.86,0.06,-1.05,27.54,-23.81886201
03/01/2022 04:00,-1.72,-1,144.49,0.09,-1,49.18,-29.70226355
03/01/2022 05:00,0,0.32,148.86,1.44,0,76.3,-17.50757671
03/01/2022 06:00,35.22,37.55,153.77,41.11,35.97,89.98,23.65246277
03/01/2022 07:00,88.5,88.76,160.72,90.54,90.34,102.48,80.81060019
03/01/2022 08:00,96,122.93,189.26,161.79,120,119.24,33.51756031
03/01/2022 09:00,70.5,110.17,183.54,180.36,129.9,114.67,106.733224
03/01/2022 10:00,90.57,93.38,160.72,125.03,119.04,107.46,77.96992752
03/01/2022 11:00,101.33,90.73,152.2,100.74,119.19,110.08,86.76531569
03/01/2022 12:00,97.3,82.37,148.86,96.39,120,119.78,90.8896396
03/01/2022 13:00,96.2,80.9,142.04,95.22,122.62,117,110.8813192
03/01/2022 14:00,100.73,80.99,127.38,102.67,138.18,111.57,114.625302
03/01/2022 15:00,117.23,98.05,112.87,112.87,143.1,111.39,111.0596041
03/01/2022 16:00,128.57,123.51,126.8,126.8,136,120.27,129.0188359
03/01/2022 17:00,148.49,148.49,148.49,148.49,148.49,120.27,152.4216998
03/01/2022 18:00,162.12,138,175.06,175.06,214,120.27,188.981989
03/01/2022 19:00,123.91,117.64,180,180,192,117.64,168.3960264
03/01/2022 20:00,120.7,117.71,153.77,146.43,149.8,117.61,172.6035499
03/01/2022 21:00,111.01,95.95,141.94,105.71,144.22,95.95,144.1611663
03/01/2022 22:00,119.97,105.68,114.11,114.11,130,105.68,144.0541954
03/01/2022 23:00,103.93,95.26,100.36,100.36,110,95.26,114.9224435
04/01/2022 00:00,129.18,103.7,125.47,125.47,194.9,103.7,120.7873944
04/01/2022 01:00,115.55,108.27,115.55,115.55,137.25,104.14,179.2915462
04/01/2022 02:00,116.86,105.92,113.29,113.29,137.2,102.59,161.41262
04/01/2022 03:00,107.07,103.41,105.81,105.81,119.31,100.49,119.543643
04/01/2022 04:00,106.21,102.71,105,105,117.13,102.71,101.76039
04/01/2022 05:00,115.57,114.23,115.11,115.11,119.9,93.97,111.220076
04/01/2022 06:00,156.91,156.91,153.77,156.91,156.91,130.08,151.9409748
04/01/2022 07:00,182.64,182.64,161.03,182.64,182.64,124.62,193.750156
04/01/2022 08:00,178.91,178.91,178.91,178.91,178.91,140.86,197.8760621
04/01/2022 09:00,190,190,190,190,190,190,201.021318
04/01/2022 10:00,189.88,189.88,189.88,189.88,189.88,189.88,196.4050869
04/01/2022 11:00,182.42,182.42,182.42,182.42,182.42,182.42,190.0069427
04/01/2022 12:00,182.46,182.46,182.46,182.46,182.46,182.46,175.0580078
04/01/2022 13:00,179.59,179.59,179.59,179.59,179.59,179.59,170.142798
04/01/2022 14:00,179,179,163.2,179,179,179,166.268034
04/01/2022 15:00,180.93,180.93,157.3,180.93,180.93,180.93,170.7168371
04/01/2022 16:00,166.69,166.69,157.3,166.69,166.69,166.69,169.8438193
04/01/2022 17:00,189.88,189.88,163.78,189.88,189.88,189.88,190.1624117
04/01/2022 18:00,184.94,184.94,184.94,184.94,184.94,184.94,195.4842325
04/01/2022 19:00,178.99,178.99,178.99,178.99,178.99,178.99,188.8469054
04/01/2022 20:00,156.12,156.12,156.12,156.12,156.12,156.12,168.2412935
04/01/2022 21:00,144.9,140.92,148.65,148.65,154.99,128.75,142.1344735
04/01/2022 22:00,137.92,137.92,137.92,137.92,137.92,131.03,140.7950489
04/01/2022 23:00,98.1,97.56,105,105,106,97.56,101.0548002
05/01/2022 00:00,114.37,105.31,120.11,120.11,128.88,105.31,137.9718945
05/01/2022 01:00,106.72,97.29,105.1,105.1,113.88,97.29,121.2266286
05/01/2022 02:00,84.5,84.5,84.5,84.5,84.5,94.87,107.7370541
05/01/2022 03:00,75.38,75.38,75.38,75.38,75.38,94.37,97.14408745
05/01/2022 04:00,79.11,79.11,79.11,79.11,79.11,96.52,93.66097638
05/01/2022 05:00,94.79,94.79,94.79,94.79,94.79,97.91,101.405213
05/01/2022 06:00,90.21,99.16,169.04,169.04,158,122.43,154.8967023
05/01/2022 07:00,139,101.15,206.07,215.98,188.04,124.69,215.4381999
05/01/2022 08:00,181.61,129.56,211.13,211.13,227.4,147.74,209.824526
05/01/2022 09:00,168.02,113.37,213.86,226.52,231,141.47,211.9670582
05/01/2022 10:00,157.55,94.43,209.1,224.45,228.7,135.97,211.4164634
05/01/2022 11:00,161.72,98.1,202.8,202.8,220,129.99,206.580804
05/01/2022 12:00,140,95.68,199.89,205,198.63,131.97,207.2151851
05/01/2022 13:00,144.03,96.8,197.34,197.34,200,130.67,209.7766482
05/01/2022 14:00,170.59,107.32,195.6,195.6,220,134.6,220.1541647
05/01/2022 15:00,206.51,119.48,200,200,215,127.46,222.8832001
05/01/2022 16:00,217.07,137.28,206.07,206.07,228.7,137.28,208.0530468
05/01/2022 17:00,240.55,148.09,211.23,242.1,299,116.43,257.2594716
05/01/2022 18:00,240,139.88,225,265,315.25,118.93,322.8640482
05/01/2022 19:00,220,135.75,250.34,265,251.03,125.81,313.5877214
05/01/2022 20:00,200.1,119.93,241.93,241.93,181.1,119.93,307.4713305
05/01/2022 21:00,151.97,98.09,218.95,218.95,227.8,98.09,232.3510381
05/01/2022 22:00,182.35,118.71,207.46,207.46,141.45,118.71,211.2967688
05/01/2022 23:00,171.8,99.68,200,200,140,97.29,215.9528864
06/01/2022 00:00,191.54,99.85,207.15,207.15,225,98.46,221.3103995
06/01/2022 01:00,190,101.32,204.22,204.22,187.87,92.92,241.6470308
06/01/2022 02:00,191.34,110.01,191.82,191.82,218,90.99,245.2358481
06/01/2022 03:00,176.57,111.55,180.7,180.7,188,88.94,223.5593917
06/01/2022 04:00,187.3,123.37,170.1,170.1,199.9,89.31,196.2006412
06/01/2022 05:00,193.9,149.94,194.38,194.38,187,89.75,185.494003
06/01/2022 06:00,220.09,185.92,204.22,204.22,215.56,97.06,206.2014787
06/01/2022 07:00,228.25,228.25,216.14,228.25,228.25,110.87,238.3213935
06/01/2022 08:00,252.43,228.92,219.42,240.98,250,136.88,271.6016924
06/01/2022 09:00,300,212.9,220,257.44,292.55,159.36,284.6410619
06/01/2022 10:00,273.64,215.5,214.9,245.24,268.67,175.11,284.2223666
06/01/2022 11:00,231.9,231.9,207.9,231.9,231.9,177.43,239.1587842
06/01/2022 12:00,226,226,205,226,226,175.58,235.8929604
06/01/2022 13:00,209.2,209.2,204.43,209.2,209.2,178.81,234.1822908
06/01/2022 14:00,216.06,216.06,196.84,216.06,216.06,197.11,231.0600198
06/01/2022 15:00,230.77,230.77,189.89,230.77,230.77,180.62,235.2708988
06/01/2022 16:00,245.95,245.95,202.17,245.95,245.95,204.23,234.6847253
06/01/2022 17:00,274.11,274.11,222.31,274.11,274.11,191.44,257.126796
06/01/2022 18:00,273.44,273.44,273.44,273.44,273.44,193.83,259.1843846
06/01/2022 19:00,230,245.48,278.36,278.36,219.1,198.85,252.0306755
06/01/2022 20:00,215.43,226.14,251.71,251.71,218.58,193.65,246.8747413
06/01/2022 21:00,192.62,208.31,229.96,229.96,203.31,158.79,234.6249116
06/01/2022 22:00,163.05,178.75,216.44,216.44,184.7,149.94,224.1694906
06/01/2022 23:00,87.94,124.7,210,210,136.48,124.7,199.7535703
07/01/2022 00:00,83.81,128.92,213.47,213.47,128.92,128.92,209.90052
07/01/2022 01:00,87.77,118.4,189,189,127.98,116.65,194.6901637
07/01/2022 02:00,72.38,103.01,180,180,115.93,100.54,191.6696674
07/01/2022 03:00,76.79,101.91,164.9,164.9,107.42,99.47,169.6512083
07/01/2022 04:00,77.7,101.98,162.8,162.8,107.3,101.74,160.5657473
07/01/2022 05:00,95.23,114.99,165,165,117.59,114.99,184.0105518
07/01/2022 06:00,141.8,140.19,165.2,165.2,153.61,140.19,204.303013
07/01/2022 07:00,164.21,152.64,215.89,215.89,189.3,115.56,227.7118593
07/01/2022 08:00,214.76,160.97,243.84,254.19,229.9,118.55,222.078394
07/01/2022 09:00,243.88,161.85,250.01,257.24,255,118.58,251.7319964
07/01/2022 10:00,203.35,161.37,240,254.18,240,129.07,253.0025227
07/01/2022 11:00,215.69,166.06,232.53,241.22,245.4,137.72,242.1311332
07/01/2022 12:00,181.1,166.54,216.28,240.2,210.08,148.04,245.1156712
07/01/2022 13:00,220.94,166.04,211.94,212.69,240,156.34,253.7576467
07/01/2022 14:00,218.13,169.43,207.05,207.05,233.06,151.99,228.0594561
07/01/2022 15:00,216.39,189.7,210.11,210.11,224.37,146.39,223.1811148
07/01/2022 16:00,232.33,201.97,220.21,220.21,240,154.89,239.2544701
07/01/2022 17:00,244.33,243.11,243.84,243.84,244.59,153.44,260.5537634
07/01/2022 18:00,265.24,253.81,260,260,263.14,132.07,303.4879607
07/01/2022 19:00,257.69,237.05,250,250,262,129.07,298.1901061
07/01/2022 20:00,250.32,224.33,243.84,239.09,238.03,118.56,305.2019725
07/01/2022 21:00,213.81,213.81,243.84,213.81,213.81,114.81,248.315959
07/01/2022 22:00,235.59,185.94,235.69,216.13,258,153.2,226.6331106
07/01/2022 23:00,230,148.32,215.1,205.74,257.25,144.76,227.7598037
08/01/2022 00:00,198.65,164.17,270.02,184.96,200.3,160.71,328.1913053
08/01/2022 01:00,169.75,152.83,237.86,162.79,176.2,146.08,287.6423412
08/01/2022 02:00,166,166,215.89,166,166,144.64,288.6012289
08/01/2022 03:00,162.13,160.86,211.44,161.63,162.38,146.9,235.4548775
08/01/2022 04:00,160,160,200.9,160,160,150.07,184.3581486
08/01/2022 05:00,154.3,154.3,200,154.3,154.3,154.3,166.8584479
08/01/2022 06:00,166,166,201.36,166,166,139.1,159.5828874
08/01/2022 07:00,182.91,182.91,209.09,182.91,182.91,164.76,171.9884971
08/01/2022 08:00,215.89,215.89,215.89,215.89,215.89,186.92,188.7930043
08/01/2022 09:00,231,231,231,231,231,217.3,213.9398345
08/01/2022 10:00,228.95,228.95,228.95,228.95,228.95,227.62,219.8369939
08/01/2022 11:00,215.39,215.39,215.39,215.39,215.39,215.39,230.8402304
08/01/2022 12:00,206.68,206.68,206.68,206.68,206.68,206.68,242.0592167
08/01/2022 13:00,185,185,185,185,185,185,263.6941206
08/01/2022 14:00,169.52,169.52,169.52,169.52,169.52,169.52,232.7460198
08/01/2022 15:00,162.8,162.8,162.8,162.8,162.8,173.88,227.7957619
08/01/2022 16:00,161.82,161.34,161.73,161.73,161.9,200.89,204.171166
08/01/2022 17:00,189.9,189.9,189.9,189.9,189.9,201.05,281.6732652
08/01/2022 18:00,198.45,170.71,206.68,189.16,200.3,187.08,308.1984966
08/01/2022 19:00,211.52,140.23,210,185.53,200,179.31,280.9780716
08/01/2022 20:00,127.97,102.54,210,159.47,232,162.02,236.1980155
08/01/2022 21:00,126.09,102.18,209.37,126.09,165.75,149.98,196.7997167
08/01/2022 22:00,123.94,102.29,185.3,123.73,149.61,126.06,235.1552251
08/01/2022 23:00,94.02,90.05,147.94,147.94,149.6,114.11,148.0282905
09/01/2022 00:00,104.62,85.03,109.18,109.18,141.32,98,206.1728441
09/01/2022 01:00,89.43,84.4,89.61,89.61,100,98.09,219.2017308
09/01/2022 02:00,80.24,80.24,80.24,80.24,80.24,98.1,185.5927165
09/01/2022 03:00,55.46,55.46,55.46,55.46,55.46,98,158.2164724
09/01/2022 04:00,45.82,49.29,45.82,45.82,49.29,91.79,120.1965746
09/01/2022 05:00,48.5,50.64,48.5,48.5,50.64,93.3,116.1572601
09/01/2022 06:00,74.29,74.29,74.29,74.29,74.29,93.94,119.741103
09/01/2022 07:00,83.17,84.44,89.78,89.78,87,95.71,121.6948367
09/01/2022 08:00,97.26,97.26,104.79,104.79,99.94,97.26,104.818413
09/01/2022 09:00,126.94,119.97,140,147.36,185.2,119.97,168.0810297
09/01/2022 10:00,135.57,134.96,140,149.48,163,134.96,212.1059618
09/01/2022 11:00,146.26,149.4,120,157.71,149.65,143.44,198.4418119
09/01/2022 12:00,165.65,165.13,69.77,167.63,166.7,141.21,196.9195776
09/01/2022 13:00,165.06,165.06,69.77,165.06,165.06,160.23,232.8179363
09/01/2022 14:00,170.09,170.09,57.96,170.09,170.09,163.25,226.309486
09/01/2022 15:00,189.04,189.04,14,189.04,189.04,164.96,207.8269254
09/01/2022 16:00,190.96,190.96,92.52,190.96,190.96,177.95,188.7330738
09/01/2022 17:00,223.3,223.3,159.9,223.3,223.3,181.47,281.0140299
09/01/2022 18:00,243.94,243.94,207.9,243.94,243.94,181.47,311.6265201
09/01/2022 19:00,240,240,240,240,240,186.55,278.3291443
09/01/2022 20:00,230.82,230.82,230.82,230.82,230.82,187.2,238.3555129
09/01/2022 21:00,214.02,214.02,214.02,214.02,214.02,162.78,237.0490284
09/01/2022 22:00,215.88,215.88,215.88,215.88,215.88,142.97,213.8199736
09/01/2022 23:00,203.8,203.8,191.64,203.8,203.8,113.15,217.6555244
10/01/2022 00:00,196.23,196.23,196.23,196.23,196.23,144.28,201.4077019
10/01/2022 01:00,191.85,191.85,165,191.85,191.85,138.09,199.4891907
10/01/2022 02:00,195.91,195.91,158.7,195.91,195.91,133.81,191.851118
10/01/2022 03:00,186.66,186.66,159.3,186.66,186.66,136.44,176.3351589
10/01/2022 04:00,178.04,178.04,160.1,178.04,178.04,142.99,175.5917358
10/01/2022 05:00,191.65,191.65,173.01,191.65,191.65,176.18,188.709556
10/01/2022 06:00,237.44,237.44,200.1,237.44,237.44,203.41,203.7938501
10/01/2022 07:00,299.95,299.95,228.46,299.95,299.95,216.23,261.6609436
10/01/2022 08:00,313.92,313.92,234.74,313.92,313.92,281.77,276.6493122
10/01/2022 09:00,315,315,240,315,315,315,293.7720245
10/01/2022 10:00,310.41,310.41,238.76,310.41,310.41,310.41,292.021383
10/01/2022 11:00,310.08,310.08,228.38,310.08,310.08,310.08,288.2563049
10/01/2022 12:00,300,300,222.53,300,300,300,288.8198675
10/01/2022 13:00,297.01,297.01,216.01,297.01,297.01,297.01,271.7331273
10/01/2022 14:00,299.96,299.96,206.01,299.96,299.96,299.96,263.7713059
10/01/2022 15:00,300.78,306.45,200.99,302.73,291.3,306.45,259.994237
10/01/2022 16:00,299.63,302.73,223,297.97,301.22,302.73,247.0203052
10/01/2022 17:00,313.2,315.47,256.01,313.79,309.9,315.47,282.1290598
10/01/2022 18:00,310.82,310.82,286.4,310.82,310.82,310.82,280.4263811
10/01/2022 19:00,294.98,294.98,294.98,294.98,294.98,294.98,251.7326483
10/01/2022 20:00,267.45,267.45,267.45,267.45,267.45,267.45,238.6747815
10/01/2022 21:00,242.4,242.29,242.23,242.23,211,212.75,220.9045717
10/01/2022 22:00,217.03,217.03,217.03,217.03,217.03,217.03,207.8347143
10/01/2022 23:00,197.57,195.83,198.93,198.93,190.9,195.83,172.6899876
11/01/2022 00:00,210.34,210.34,210.34,210.34,210.34,206.11,194.0940409
11/01/2022 01:00,202.42,202.42,202.42,202.42,202.42,198.87,194.549267
11/01/2022 02:00,197.6,197.6,197.6,197.6,197.6,197.24,193.3153647
11/01/2022 03:00,193,193,193,193,193,193,189.3620852
11/01/2022 04:00,194.9,194.9,194.9,194.9,194.9,194.9,187.56514
11/01/2022 05:00,204.45,204.45,204.45,204.45,204.45,203.78,191.6861343
11/01/2022 06:00,225.25,237.13,219.32,230.92,191.3,237.13,213.5250083
11/01/2022 07:00,275.35,298.68,228.38,286.61,208,293.52,233.4950593
11/01/2022 08:00,281.2,302.02,249.97,300.02,240.7,300.02,235.0404322
11/01/2022 09:00,297.16,297.16,249.97,297.16,297.16,297.16,284.1090158
11/01/2022 10:00,277.02,277.02,242.47,277.02,277.02,275.67,281.5214147
11/01/2022 11:00,257.27,266.43,212.2,261.69,230.8,264.4,278.298893
11/01/2022 12:00,244.3,254.92,207.1,249.44,213.5,252.59,277.2926037
11/01/2022 13:00,246.58,248.89,207,247.7,239.9,248.38,280.8026366
11/01/2022 14:00,255.01,255.01,206.8,255.01,255.01,255.01,286.6247391
11/01/2022 15:00,277.9,277.9,206.8,277.9,277.9,277.9,293.5729272
11/01/2022 16:00,289.94,289.94,212,289.94,289.94,289.94,283.4501359
11/01/2022 17:00,316.4,316.4,242.47,316.4,316.4,316.4,315.0643918
11/01/2022 18:00,315.9,315.9,260,315.9,315.9,315.9,332.5067399
11/01/2022 19:00,309.2,309.2,261.97,309.2,309.2,309.2,314.0700821
11/01/2022 20:00,285.33,285.33,262.66,285.33,285.33,285.33,283.4381563
11/01/2022 21:00,244.75,245.44,245,245,238.2,198.45,245.5825107
11/01/2022 22:00,234.09,237.27,227.47,235.22,202.4,236.61,232.2252181
11/01/2022 23:00,211.69,212.49,211.63,211.84,190.1,204.57,205.9658589
12/01/2022 00:00,196.65,196.65,196.65,196.65,196.65,194.79,192.0252503
12/01/2022 01:00,187.1,187.1,187.1,187.1,187.1,183.98,190.8973134
12/01/2022 02:00,184.27,184.27,184.27,184.27,184.27,183.06,186.0375855
12/01/2022 03:00,179.58,179.58,179.58,179.58,179.58,177.35,179.4619536
12/01/2022 04:00,178.33,178.33,178.33,178.33,178.33,178.33,179.401957
12/01/2022 05:00,193.5,193.5,190.14,193.5,193.5,193.5,185.9775888
12/01/2022 06:00,234.68,240.56,185.22,236.76,181.2,235.71,193.8251495
12/01/2022 07:00,273.18,273.18,200.22,273.18,273.18,234.7,246.9941731
12/01/2022 08:00,300.1,300.1,217.15,300.1,300.1,300.1,272.1687638
12/01/2022 09:00,292.74,292.74,205.41,292.74,292.74,292.74,300.1871953
12/01/2022 10:00,275.5,275.5,199.7,275.5,275.5,275.5,281.3722486
12/01/2022 11:00,258.65,258.65,196.66,258.65,258.65,258.65,251.3979266
12/01/2022 12:00,245.11,245.11,196.95,245.11,245.11,245.11,228.0232351
12/01/2022 13:00,232.08,232.08,197.42,232.08,232.08,232.08,224.1594514
12/01/2022 14:00,234.77,234.77,197.42,234.77,234.77,234.77,224.435436
12/01/2022 15:00,240.01,240.01,199.6,240.01,240.01,240.01,241.1744989
12/01/2022 16:00,255,255,200.2,255,255,255,251.0499461
12/01/2022 17:00,284.82,284.82,227.49,284.82,284.82,284.82,291.4636837
12/01/2022 18:00,285.97,285.97,255,285.97,285.97,273.15,297.5713418
12/01/2022 19:00,269.03,269.03,261.38,269.03,269.03,233.53,270.1168787
12/01/2022 20:00,247.8,235.25,253.1,253.1,213.47,204.92,254.0377788
12/01/2022 21:00,213.72,191.5,222.79,222.79,170,132.07,222.719532
12/01/2022 22:00,225,193.69,213.64,213.64,185,193.69,209.412277
12/01/2022 23:00,192.36,172.18,200.22,200.22,181,140.29,180.0379214
13/01/2022 00:00,200,173.14,190,190,173.6,119.13,191.6212834
13/01/2022 01:00,188.9,161.69,188.72,188.72,174.4,101.04,188.4373705
13/01/2022 02:00,192.6,153.58,187.87,187.87,186.9,94.3,181.3393993
13/01/2022 03:00,200.9,147.07,182.88,182.88,184,93.64,176.6592868
13/01/2022 04:00,179,152.47,186.65,186.65,189.8,92.58,175.9770197
13/01/2022 05:00,187.06,171.26,187.42,187.42,173.5,101.05,179.6157773
13/01/2022 06:00,194.14,192.03,192.93,195.09,188.5,129.05,194.4939868
13/01/2022 07:00,227.8,215.24,220.14,236.26,191.91,112.02,224.8129768
13/01/2022 08:00,231.99,235.9,226.75,243.53,230,115.49,254.2701558
13/01/2022 09:00,243.09,219.99,226.75,257.58,191.95,119.38,271.949251
13/01/2022 10:00,228.26,180.08,220.25,254.17,196,119.14,263.5585633
13/01/2022 11:00,209.23,170.16,216.35,230,187.8,131.21,243.0426735
13/01/2022 12:00,198.76,152.53,213.93,223.12,170,124.64,228.8946094
13/01/2022 13:00,200,134.13,213.93,214,170.8,134.13,223.7835914
13/01/2022 14:00,203.1,171.01,213.75,214.88,176,133.54,220.6714961
13/01/2022 15:00,226.89,201.59,213.89,221.65,199.9,133.66,226.9315955
13/01/2022 16:00,253.5,205.38,220.14,243.44,202.14,151.2,242.9828255
13/01/2022 17:00,267.3,220.3,229.57,266.3,238,146.98,276.4498196
13/01/2022 18:00,267.3,212.76,259.45,274,192.3,127.07,297.4205541
13/01/2022 19:00,250,210,262.95,262.95,192.3,117.83,287.3900315
13/01/2022 20:00,235.19,192.69,252.46,252.46,192.3,112.47,270.5248689
13/01/2022 21:00,211.58,164.46,230.1,230.1,186.9,132.16,220.228621
13/01/2022 22:00,211.7,164.2,217.65,217.65,184.9,110.4,214.2557919
13/01/2022 23:00,190.2,122.09,207.99,207.99,177.7,97.08,183.6854404
14/01/2022 00:00,178.7,120.04,205,205,188,98.1,167.528854
14/01/2022 01:00,168.75,110.03,199.96,199.96,161,89.52,167.6007034
14/01/2022 02:00,178.09,108.24,196.42,196.42,155.99,83.85,167.7923018
14/01/2022 03:00,163.33,107.46,192.77,192.77,155.92,82.74,166.4391381
14/01/2022 04:00,162.61,109.82,192.43,192.43,153,87.12,166.451113
14/01/2022 05:00,168.19,140.52,197.6,197.6,162,88.22,167.648603
14/01/2022 06:00,184.7,176.04,206.26,218.9,174.1,88.43,169.2652145
14/01/2022 07:00,239.38,190.97,205.2,259.24,198.5,106.89,217.571962
14/01/2022 08:00,286.6,216.99,209.07,284.66,250.1,121.59,268.9921835
14/01/2022 09:00,274.72,196.91,207.8,292.5,240,127.8,286.2001151
14/01/2022 10:00,243.39,162.92,199.99,274.1,169.97,121.51,327.3338973
14/01/2022 11:00,229.81,160.04,182.52,256.54,162,112.12,292.3192891
14/01/2022 12:00,219.36,154.01,180.3,243.74,174.1,114.34,281.3981801
14/01/2022 13:00,200.04,152.29,180.66,217.97,161.7,121.51,281.410155
14/01/2022 14:00,205.21,186.94,180.3,213.01,155.36,118.14,316.1493405
14/01/2022 15:00,219.15,217.18,182.52,220,214,121.72,341.176882
14/01/2022 16:00,247.08,224.91,200.34,238.05,206.59,133.69,317.9815003
14/01/2022 17:00,262,262,209.07,262,262,141.81,958.6626114
14/01/2022 18:00,274.44,260.04,225.61,280.67,234.02,140.8,1376.251332
14/01/2022 19:00,255.9,234.32,233.65,269,192.51,121.58,987.9292676
14/01/2022 20:00,218.82,215.04,235.01,243.07,185.91,121.57,778.3804887
14/01/2022 21:00,219.16,204.39,225.61,225.61,177.08,97.2,329.4774045
14/01/2022 22:00,195.95,194.29,216.68,216.68,169,115.97,226.0621662
14/01/2022 23:00,186,184.9,205.96,205.96,161.2,89.63,193.2150149
15/01/2022 00:00,222.01,222.01,222.01,222.01,222.01,106.94,218.8173516
15/01/2022 01:00,211.1,205.08,214.92,214.92,189.91,93,215.4883293
15/01/2022 02:00,202.58,194.62,209.61,209.61,172,93.99,203.2260315
15/01/2022 03:00,190.11,182.64,196.7,196.7,161.2,92.98,195.6459197
15/01/2022 04:00,190.58,187.83,193.04,193.04,179.9,90.14,198.6875443
15/01/2022 05:00,198.1,190.58,195.05,195.05,181.9,87.5,200.3999551
15/01/2022 06:00,185.18,190.27,200.9,200.9,181.1,106.76,214.0273915
15/01/2022 07:00,200.1,204.46,217.21,217.21,191.7,134.02,227.0920076
15/01/2022 08:00,215.6,212.84,223.76,223.76,199.9,143.34,230.0977076
15/01/2022 09:00,230,230,225.76,230,230,205.01,235.3906135
15/01/2022 10:00,222.39,222.39,222.39,222.39,222.39,203.52,254.0235582
15/01/2022 11:00,214.92,214.92,214.92,214.92,214.92,202.3,256.5502622
15/01/2022 12:00,208.43,208.43,208.43,208.43,208.43,208.43,252.0476997
15/01/2022 13:00,200,200,200,200,200,200,250.0359164
15/01/2022 14:00,203.09,203.09,203.09,203.09,203.09,203.09,236.6000784
15/01/2022 15:00,213.98,213.98,213.98,213.98,213.98,213.98,230.9359506
